sample_id,sample_seed,valid_for_cost,failure_reason,mapping_csv,TR2_composite_cost,T1_pe_peak_temp_K,T3_temp_std_K,T5_over_throttle_count,P1_makespan_s,P3_dvfs_penalty_pct,C1_total_comm_cost,raw_congestion_cost,raw_load_imbalance,E7_pe_optical_comm_energy_J,run_ok,temperature_source,parsed_pe_count,assignment
1833,1833,True,,gemm\random\mappings\sample_1833_seed_1833.csv,5.4332504342463235,328.39287684246,1.8331192590686929,3,0.0001210806,1.041207875,76800.0,24576.0,1.1868676849831383,0.0015632732807631766,True,vec,16,"{""1"": 8, ""2"": 9, ""3"": 5, ""4"": 13, ""5"": 12, ""6"": 14, ""7"": 0, ""8"": 1, ""9"": 9, ""10"": 10}"
1834,1834,True,,gemm\random\mappings\sample_1834_seed_1834.csv,5.290170280119933,326.7329534402,1.3432639475897417,0,0.0001664548,0.0,106496.0,26624.0,1.5550486014679628,0.0017829109155616943,True,vec,16,"{""1"": 12, ""2"": 9, ""3"": 9, ""4"": 5, ""5"": 4, ""6"": 12, ""7"": 6, ""8"": 15, ""9"": 2, ""10"": 13}"
1835,1835,True,,gemm\random\mappings\sample_1835_seed_1835.csv,5.4435909636605135,327.50444652176,1.5248294072150042,1,0.0001465028,0.1598153125,132096.0,24576.0,1.7962705812338822,0.0016831266533551225,True,vec,16,"{""1"": 3, ""2"": 8, ""3"": 7, ""4"": 12, ""5"": 2, ""6"": 6, ""7"": 8, ""8"": 12, ""9"": 6, ""10"": 13}"
1836,1836,True,,gemm\random\mappings\sample_1836_seed_1836.csv,4.860457263630255,327.4110548115,1.4851519305577359,1,0.0001467966,0.0510915625,94208.0,17408.0,1.0345169609204523,0.0016797573082873996,True,vec,16,"{""1"": 6, ""2"": 5, ""3"": 11, ""4"": 14, ""5"": 0, ""6"": 12, ""7"": 7, ""8"": 12, ""9"": 13, ""10"": 8}"
1837,1837,True,,gemm\random\mappings\sample_1837_seed_1837.csv,4.678193559197364,326.41676202512,1.5705208329900975,0,0.000116885,0.0,114688.0,25600.0,1.0599087482642333,0.0015187367682024935,True,vec,16,"{""1"": 0, ""2"": 2, ""3"": 9, ""4"": 8, ""5"": 6, ""6"": 14, ""7"": 12, ""8"": 11, ""9"": 3, ""10"": 8}"
1838,1838,True,,gemm\random\mappings\sample_1838_seed_1838.csv,5.998886094869487,328.28897782566,1.893787154994834,3,0.0001206109,0.7262588125,126976.0,34816.0,1.7073993255306488,0.001555913172866665,True,vec,16,"{""1"": 5, ""2"": 14, ""3"": 2, ""4"": 11, ""5"": 3, ""6"": 0, ""7"": 3, ""8"": 5, ""9"": 4, ""10"": 3}"
1839,1839,True,,gemm\random\mappings\sample_1839_seed_1839.csv,5.965089642815533,327.36563258958,1.6194841185569315,1,0.0001766127,0.080082875,96256.0,30720.0,2.278714540765721,0.001840533951044111,True,vec,16,"{""1"": 1, ""2"": 2, ""3"": 2, ""4"": 3, ""5"": 12, ""6"": 8, ""7"": 0, ""8"": 0, ""9"": 0, ""10"": 8}"
1840,1840,True,,gemm\random\mappings\sample_1840_seed_1840.csv,4.677019161934777,327.20957084552,1.5040400487058134,1,0.000116953,0.015621375,104448.0,20480.0,1.2630430470144813,0.0015190869906876753,True,vec,16,"{""1"": 14, ""2"": 1, ""3"": 13, ""4"": 6, ""5"": 2, ""6"": 7, ""7"": 13, ""8"": 10, ""9"": 0, ""10"": 14}"
1841,1841,True,,gemm\random\mappings\sample_1841_seed_1841.csv,6.203776474210982,326.33998945138,1.2072926031234625,0,0.000216747,0.0,96256.0,30720.0,3.1293394167823845,0.002050486233406792,True,vec,16,"{""1"": 5, ""2"": 7, ""3"": 7, ""4"": 7, ""5"": 5, ""6"": 8, ""7"": 13, ""8"": 13, ""9"": 0, ""10"": 3}"
1842,1842,True,,gemm\random\mappings\sample_1842_seed_1842.csv,5.099807293002399,326.2854868661,1.3642766507644126,0,0.0001664548,0.0,92160.0,20480.0,1.9740130926403492,0.001781760482079084,True,vec,16,"{""1"": 5, ""2"": 4, ""3"": 4, ""4"": 15, ""5"": 13, ""6"": 1, ""7"": 10, ""8"": 7, ""9"": 1, ""10"": 1}"
1843,1843,True,,gemm\random\mappings\sample_1843_seed_1843.csv,4.774333527763364,326.45118971699,1.545613806495087,0,0.0001167448,0.0,121856.0,24576.0,1.5677444951398531,0.0015177634426391284,True,vec,16,"{""1"": 12, ""2"": 7, ""3"": 6, ""4"": 8, ""5"": 9, ""6"": 3, ""7"": 9, ""8"": 1, ""9"": 8, ""10"": 2}"
