figure,workload,method,method_family,source_root,ablation,seed,seed_type,selection_policy,source_objective_name,stored_TR2_composite_cost,full_objective_comparable_score,reference_full_objective_comparable_score,delta_vs_reference,relative_change_pct_vs_reference,valid,validity_notes,metrics_path
figure4,VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,43,ga_seed,,baseline_normalized_v2,3.705520336922757,4.578458891523202,5.0,-0.4215411084767977,-8.430822169535956,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\vopd\metrics.json
figure4,HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,43,ga_seed,,baseline_normalized_v2,4.205201748742246,5.387813689040753,6.000000000000001,-0.612186310959248,-10.203105182654138,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\hnn\metrics.json
figure4,GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,ga_seed,,baseline_normalized_v2,3.155055558645739,3.9896366638150798,6.000000000000001,-2.010363336184921,-33.50605560308202,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\gemm\metrics.json
figure4,MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,ga_seed,,baseline_normalized_v2,3.390498232290487,4.458463600255855,6.000000000000001,-1.541536399744146,-25.692273329069092,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\mpeg4\metrics.json
figure4,VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,ga_seed,,baseline_normalized_v2,3.6921062534531424,4.759377823016975,5.0,-0.2406221769830248,-4.812443539660494,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\vopd\metrics.json
figure4,HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,ga_seed,,baseline_normalized_v2,4.173725486698312,5.517232949384878,6.000000000000001,-0.4827670506151227,-8.04611751025205,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\hnn\metrics.json
figure4,GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,ga_seed,,baseline_normalized_v2,3.086192002464016,4.003571681608402,6.000000000000001,-1.9964283183915992,-33.27380530652665,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\gemm\metrics.json
figure4,MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,ga_seed,,baseline_normalized_v2,3.42297868967174,4.449039295732346,6.000000000000001,-1.5509607042676548,-25.849345071127573,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\mpeg4\metrics.json
figure4,VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,ga_seed,,baseline_normalized_v2,3.695453515678368,4.862343041307149,5.0,-0.1376569586928511,-2.753139173857022,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\vopd\metrics.json
figure4,HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,ga_seed,,baseline_normalized_v2,4.068953549076674,5.458729668479661,6.000000000000001,-0.54127033152034,-9.021172192005666,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\hnn\metrics.json
figure4,GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,ga_seed,,baseline_normalized_v2,3.1447606590780857,4.104831960325857,6.000000000000001,-1.895168039674144,-31.586133994569067,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\gemm\metrics.json
figure4,MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,ga_seed,,baseline_normalized_v2,3.384945001562326,4.320702577319901,6.000000000000001,-1.6792974226800998,-27.988290378001658,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\mpeg4\metrics.json
figure4,VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,ga_seed,,baseline_normalized_v2,3.6881476549750185,4.542111360801189,5.0,-0.45788863919881084,-9.157772783976215,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\vopd\metrics.json
figure4,HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,ga_seed,,baseline_normalized_v2,4.12100542609113,5.230632291762772,6.000000000000001,-0.7693677082372288,-12.822795137287146,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\hnn\metrics.json
figure4,GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,ga_seed,,baseline_normalized_v2,3.1370432969320476,3.972070034899962,6.000000000000001,-2.027929965100039,-33.798832751667305,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\gemm\metrics.json
figure4,MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,ga_seed,,baseline_normalized_v2,3.393144990037054,4.527430704322768,6.000000000000001,-1.472569295677233,-24.542821594620545,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\mpeg4\metrics.json
figure4,VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,ga_seed,,baseline_normalized_v2,3.7648796957273603,4.969718918904691,5.0,-0.030281081095308693,-0.6056216219061716,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\vopd\metrics.json
figure4,HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,ga_seed,,baseline_normalized_v2,3.96637961788968,5.018618423859829,6.000000000000001,-0.9813815761401719,-16.35635960233619,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\hnn\metrics.json
figure4,GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,ga_seed,,baseline_normalized_v2,3.120410961516604,4.354635560447085,6.000000000000001,-1.6453644395529157,-27.42274065921526,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\gemm\metrics.json
figure4,MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,ga_seed,,baseline_normalized_v2,3.4273243755693943,4.5221728604178795,6.000000000000001,-1.4778271395821214,-24.63045232636869,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\mpeg4\metrics.json
figure4,VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,ga_seed,,baseline_normalized_v2,3.649139319842242,4.551972812360549,5.0,-0.44802718763945126,-8.960543752789029,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\vopd\metrics.json
figure4,HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,ga_seed,,baseline_normalized_v2,3.8900228552969307,5.231216885147677,6.000000000000001,-0.7687831148523241,-12.813051914205397,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\hnn\metrics.json
figure4,GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,ga_seed,,baseline_normalized_v2,3.0853002347560032,3.939489183062599,6.000000000000001,-2.060510816937402,-34.3418469489567,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\gemm\metrics.json
figure4,MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,ga_seed,,baseline_normalized_v2,3.3877342706037883,4.432842495712014,6.000000000000001,-1.5671575042879873,-26.11929173813312,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\mpeg4\metrics.json
figure4,VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,ga_seed,,baseline_normalized_v2,3.695987812313411,4.73958857640128,5.0,-0.26041142359872005,-5.2082284719743965,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\vopd\metrics.json
figure4,HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,ga_seed,,baseline_normalized_v2,4.138058806141303,5.476417015096527,6.000000000000001,-0.5235829849034737,-8.726383081724565,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\hnn\metrics.json
figure4,GEMM,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,none,CommAware-Heuristic,raw_comm_cost + lambda_cong * max_edge_load,8.166037408710636,8.166037408710636,6.000000000000001,2.1660374087106353,36.10062347851057,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\gemm\comm_aware\metrics.json
figure4,MPEG4,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,none,CommAware-Heuristic,raw_comm_cost + lambda_cong * max_edge_load,7.341626176097999,7.341626176097999,6.000000000000001,1.3416261760979982,22.360436268299978,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\mpeg4\comm_aware\metrics.json
figure4,VOPD,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,none,CommAware-Heuristic,raw_comm_cost + lambda_cong * max_edge_load,8.896455532844945,8.896455532844945,5.0,3.8964555328449446,77.9291106568989,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\vopd\comm_aware\metrics.json
figure4,HNN,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,none,CommAware-Heuristic,raw_comm_cost + lambda_cong * max_edge_load,7.069626153237407,7.069626153237407,6.000000000000001,1.0696261532374063,17.827102553956763,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\hnn\comm_aware\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.629589834537457,5.629589834537457,6.000000000000001,-0.3704101654625438,-6.173502757709059,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.784364191150023,4.784364191150023,6.000000000000001,-1.215635808849978,-20.2605968141663,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.500405935446183,4.500405935446183,5.0,-0.4995940645538166,-9.991881291076332,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.862669780607964,5.862669780607964,6.000000000000001,-0.1373302193920365,-2.288836989867271,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.079304893047821,5.079304893047821,6.000000000000001,-0.9206951069521798,-15.344918449202993,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.484225016396434,4.484225016396434,6.000000000000001,-1.515774983603567,-25.262916393392775,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.4203141255983835,4.4203141255983835,5.0,-0.5796858744016165,-11.593717488032329,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.461764203443082,5.461764203443082,6.000000000000001,-0.5382357965569184,-8.970596609281978,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.305345797973735,5.305345797973735,6.000000000000001,-0.6946542020262658,-11.577570033771101,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.751908730696307,4.751908730696307,6.000000000000001,-1.2480912693036936,-20.801521155061554,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.495672639161093,4.495672639161093,5.0,-0.5043273608389072,-10.086547216778142,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.800742571998024,5.800742571998024,6.000000000000001,-0.1992574280019772,-3.320957133366287,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.673327095517712,5.673327095517712,6.000000000000001,-0.3266729044822885,-5.444548408038141,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.107920264387843,5.107920264387843,6.000000000000001,-0.8920797356121577,-14.867995593535955,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.4712267260623575,4.4712267260623575,5.0,-0.5287732739376425,-10.575465478752854,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.605087605548738,5.605087605548738,6.000000000000001,-0.39491239445126247,-6.5818732408543745,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.324742917416223,5.324742917416223,6.000000000000001,-0.6752570825837783,-11.254284709729633,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.665131664017669,4.665131664017669,6.000000000000001,-1.334868335982332,-22.24780559970553,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.560160380328002,4.560160380328002,5.0,-0.43983961967199825,-8.796792393439967,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.740239120300122,5.740239120300122,6.000000000000001,-0.25976087969987915,-4.32934799499799,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.175246227443791,4.175246227443791,6.000000000000001,-1.8247537725562095,-30.41256287593682,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.2506967877382245,5.2506967877382245,6.000000000000001,-0.7493032122617764,-12.488386871029611,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.6597510505827575,4.6597510505827575,5.0,-0.3402489494172425,-6.804978988344845,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.642410713088208,5.642410713088208,6.000000000000001,-0.3575892869117929,-5.959821448529878,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.215451395712877,4.215451395712877,6.000000000000001,-1.7845486042871235,-29.742476738118718,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.526586765851798,5.526586765851798,6.000000000000001,-0.4734132341482029,-7.890220569136719,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.461263628145077,4.461263628145077,5.0,-0.538736371854923,-10.774727437098463,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.841167143120834,5.841167143120834,6.000000000000001,-0.15883285687916704,-2.6472142813194544,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.122894753199276,5.122894753199276,6.000000000000001,-0.877105246800725,-14.618420780012077,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.795923694248428,4.795923694248428,6.000000000000001,-1.204076305751573,-20.06793842919288,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.528433387477688,4.528433387477688,5.0,-0.47156661252231213,-9.431332250446244,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,6.011385173675362,6.011385173675362,6.000000000000001,0.01138517367536096,0.18975289458935674,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.992322167442084,4.992322167442084,6.000000000000001,-1.007677832557917,-16.79463054263195,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.969755692278503,4.969755692278503,6.000000000000001,-1.0302443077214978,-17.17073846202496,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.416684123903808,4.416684123903808,5.0,-0.5833158760961918,-11.66631752192384,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.51993561021938,5.51993561021938,6.000000000000001,-0.4800643897806207,-8.001073163010341,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\hnn\thermal_sa_tas\metrics.json
figure4,GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,49,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.73722386821959,4.73722386821959,6.000000000000001,-1.2627761317804111,-21.046268863006844,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\gemm\thermal_sa_tas\metrics.json
figure4,MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,49,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.854696619594927,4.854696619594927,6.000000000000001,-1.1453033804050738,-19.088389673417893,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\mpeg4\thermal_sa_tas\metrics.json
figure4,VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,49,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,4.505011357162582,4.505011357162582,5.0,-0.49498864283741817,-9.899772856748367,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\vopd\thermal_sa_tas\metrics.json
figure4,HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,49,tas_seed,Thermal-SA-TAS,thermal_sa_tas_proxy_then_full_eval,5.41786078278354,5.41786078278354,6.000000000000001,-0.5821392172164606,-9.702320286941013,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\hnn\thermal_sa_tas\metrics.json
