workload,method,method_family,source_root,ablation,seed,selection_policy,run_ok,valid_for_cost,T_max_valid,makespan_valid,energy_valid,history_rows,history_schema,history_all_best_fitness_infinite,history_best_inf_gens,history_avg_inf_gens,history_worst_inf_gens,valid,validity_notes,metrics_path,history_path
HNN,RandomP90,supplement_random_baseline,random-mapping-ensemble-v2,,2937,RandomP90,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\hnn\random\selected\random_p90\metrics.json,
GEMM,CommAwareReferenceMapping,reference_mapping,comm-aware-baseline-v1,,,CommAwareReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\gemm\original\metrics.json,
GEMM,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,CommAware-Heuristic,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\gemm\comm_aware\metrics.json,
MPEG4,CommAwareReferenceMapping,reference_mapping,comm-aware-baseline-v1,,,CommAwareReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\mpeg4\original\metrics.json,
MPEG4,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,CommAware-Heuristic,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\mpeg4\comm_aware\metrics.json,
VOPD,CommAwareReferenceMapping,reference_mapping,comm-aware-baseline-v1,,,CommAwareReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\vopd\original\metrics.json,
VOPD,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,CommAware-Heuristic,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\vopd\comm_aware\metrics.json,
HNN,CommAwareReferenceMapping,reference_mapping,comm-aware-baseline-v1,,,CommAwareReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\hnn\original\metrics.json,
HNN,CommAware-Heuristic,main_baseline,comm-aware-baseline-v1,,,CommAware-Heuristic,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\comm-aware-baseline-v1\hnn\comm_aware\metrics.json,
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,40,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,Thermal-SA-TAS,True,True,True,True,True,4305,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,40,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,Thermal-SA-TAS,True,True,True,True,True,4277,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,40,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,40,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,40,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_40\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,41,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,Thermal-SA-TAS,True,True,True,True,True,4281,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,41,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,Thermal-SA-TAS,True,True,True,True,True,5000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,41,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,41,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,41,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_41\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,42,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,Thermal-SA-TAS,True,True,True,True,True,3460,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,42,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,Thermal-SA-TAS,True,True,True,True,True,4637,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,42,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,42,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,42,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_42\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,43,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,Thermal-SA-TAS,True,True,True,True,True,4055,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,43,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,Thermal-SA-TAS,True,True,True,True,True,4699,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,43,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,43,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,43,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_43\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,44,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,Thermal-SA-TAS,True,True,True,True,True,2835,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,44,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,Thermal-SA-TAS,True,True,True,True,True,4192,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,44,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,44,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,44,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_44\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,45,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,Thermal-SA-TAS,True,True,True,True,True,4764,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,45,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,Thermal-SA-TAS,True,True,True,True,True,5000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,45,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,45,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,45,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_45\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,46,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,Thermal-SA-TAS,True,True,True,True,True,3348,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,46,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,Thermal-SA-TAS,True,True,True,True,True,3347,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,46,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,46,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,46,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_46\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,47,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,Thermal-SA-TAS,True,True,True,True,True,5000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,47,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,Thermal-SA-TAS,True,True,True,True,True,3888,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,47,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,47,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,47,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_47\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,48,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,Thermal-SA-TAS,True,True,True,True,True,3756,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,48,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,Thermal-SA-TAS,True,True,True,True,True,3773,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,48,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,48,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\hnn\original\metrics.json,
HNN,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,48,Thermal-SA-TAS,True,True,True,True,True,12000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\hnn\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_48\hnn\thermal_sa_tas\history.json
GEMM,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,49,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\gemm\original\metrics.json,
GEMM,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,49,Thermal-SA-TAS,True,True,True,True,True,4341,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\gemm\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\gemm\thermal_sa_tas\history.json
MPEG4,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,49,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\mpeg4\original\metrics.json,
MPEG4,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,49,Thermal-SA-TAS,True,True,True,True,True,5000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\mpeg4\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\mpeg4\thermal_sa_tas\history.json
VOPD,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,49,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\vopd\original\metrics.json,
VOPD,Thermal-SA-TAS,main_baseline,thermal-sa-tas-results,,49,Thermal-SA-TAS,True,True,True,True,True,7000,non_ga,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\vopd\thermal_sa_tas\metrics.json,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\vopd\thermal_sa_tas\history.json
HNN,Thermal-SA-TAS-ReferenceMapping,reference_mapping,thermal-sa-tas-results,,49,Thermal-SA-TAS-ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\thermal-sa-tas-results\final\seed_49\hnn\original\metrics.json,
