workload,generation,best_fitness,avg_fitness,worst_fitness,best_tmax_C,best_sigma_K,best_hot_pe,best_makespan_us,best_energy_mJ
MPEG4,18,4.034964006318804,7.132000427176166,49.92051601694936,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,19,4.034964006318804,4.39867952063831,5.195915223973693,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,20,4.034964006318804,5.3716891000726,49.42917178967706,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,21,4.034964006318804,7.913776743209453,49.76539902157869,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,22,4.034964006318804,7.9652772146985535,50.072739106532595,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,23,4.034964006318804,7.018721678962297,49.703665492681026,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
VOPD,1,4.9871445566264505,26.40375333957814,75.9577310447756,52.94987962625004,1.6135947491431852,0,45.3628,0.5205135888557993
VOPD,2,4.636436695066889,16.449930988760684,75.28620841416418,53.46892877429002,1.5204744062901785,0,52.2906,0.5500489449410636
VOPD,3,4.636436695066889,13.562578449394438,75.28403681258645,53.46892877429002,1.5204744062901785,0,52.2906,0.5500489449410636
VOPD,4,4.5942035397573004,12.102889553076823,75.49385410227362,53.512883585249995,1.4649307295369534,0,52.2906,0.5498963357315524
VOPD,5,4.473926356824217,6.430560670095604,74.86151324803645,52.50498829789001,1.3413099703238187,0,56.4509,0.581341600398069
VOPD,6,4.473926356824217,10.48628483095405,75.46367916084031,52.50498829789001,1.3413099703238187,0,56.4509,0.581341600398069
VOPD,7,4.473926356824217,11.810343511377114,75.06958069375423,52.50498829789001,1.3413099703238187,0,56.4509,0.581341600398069
VOPD,8,4.404007438605501,13.16969199281064,74.83896492124018,52.50593642705002,1.346026252672746,0,56.5469,0.582087586438629
VOPD,9,4.404007438605501,13.20088416843372,74.97280237711264,52.50593642705002,1.346026252672746,0,56.5469,0.582087586438629
VOPD,10,4.358869268603637,6.112357317882767,74.70993106829232,52.438322167150034,1.2852132115422734,0,55.482899999999994,0.5763535323196481
VOPD,11,4.34507284725161,15.900760998150695,74.84100515876321,52.268246589290015,1.3116813239286813,0,56.4829,0.5818017697608425
VOPD,12,4.34507284725161,8.983060299242778,74.9283049135062,52.268246589290015,1.3116813239286813,0,56.4829,0.5818017697608425
VOPD,13,4.34507284725161,10.306654372807166,74.5430777113748,52.268246589290015,1.3116813239286813,0,56.4829,0.5818017697608425
VOPD,14,4.246943120441819,14.471218939081359,74.92389675686536,52.35743554548003,1.3066675680302775,0,54.466699999999996,0.5710266637259541
VOPD,15,4.246943120441819,10.27193491818414,74.40879244765613,52.35743554548003,1.3066675680302775,0,54.466699999999996,0.5710266637259541
VOPD,16,4.23083945400006,10.242667801244227,74.66684048753281,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,17,4.23083945400006,7.425019716183388,74.76211718600264,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,18,4.23083945400006,7.418023489119783,74.4327413995122,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,19,4.23083945400006,11.646430705846553,74.82264511154014,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,20,4.23083945400006,6.0390942794613895,74.43959348712886,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,21,4.23083945400006,7.42405840179031,74.68007838926854,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,22,4.23083945400006,7.399966003806356,75.19513535355296,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,23,4.23083945400006,10.217936965080671,74.79672631245784,52.34425100888001,1.2993192612287607,0,53.4667,0.5613501071857252
VOPD,24,4.09396514115717,7.392670885718353,75.30398837111488,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,25,4.09396514115717,8.709495097323503,74.5919936221792,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,26,4.09396514115717,7.333113022948112,74.47192165266289,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,27,4.09396514115717,8.73094636484675,74.45101145391912,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,28,4.09396514115717,5.916404295382813,75.1963259961776,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,29,4.09396514115717,5.965966235746526,74.52269808079916,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,30,4.09396514115717,7.302633245679005,74.478634102744,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,31,4.09396514115717,7.3549695560402935,74.41744351104963,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,32,4.09396514115717,7.301382197804,74.65010945760167,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,33,4.09396514115717,5.939395100512547,74.605402169717,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
VOPD,34,4.09396514115717,8.720093082639947,74.66314860988294,52.30898108601002,1.3674645472520004,0,42.3467,0.500339489522723
